Car_ID,Date,Brand,Model,Year,Body_Type,Fuel_Type,Transmission,Region,Sales_Units,Unit_Price,Total_Sales,Dealer,Customer_Type
216,20/06/2022,Hyundai,Santa Fe,2018,SUV,Electric,Automatic,Ibadan,25,43083267.95,1077081699,SpeedHub,New
217,19/03/2019,Hyundai,Tucson,2019,Hatchback,Electric,Manual,Lagos,5,9995061.19,49975305.95,DriveX,New
218,24/02/2019,Kia,Rio,2020,Truck,Petrol,Automatic,Lagos,11,8800238.57,96802624.27,CarPoint,Returning
219,01/05/2022,Volkswagen,Atlas,2022,Hatchback,Electric,Manual,Lagos,6,40799005.27,244794031.6,MegaMotors,Returning
220,11/04/2024,Hyundai,Elantra,2020,Sedan,Petrol,Manual,Kano,13,39483883.02,513290479.3,SpeedHub,New
221,07/11/2020,Volkswagen,Passat,2021,Hatchback,Hybrid,Automatic,Port Harcourt,8,25665664.23,205325313.8,MegaMotors,New
222,04/11/2022,BMW,3 Series,2018,Hatchback,Petrol,Automatic,Kano,5,11314392.05,56571960.25,SpeedHub,New
223,06/09/2024,Ford,Escape,2021,Truck,Petrol,Manual,Lagos,4,20146865.58,80587462.32,DriveX,New
224,09/09/2024,Ford,Edge,2021,Hatchback,Petrol,Manual,Lagos,2,11101430.43,22202860.86,MegaMotors,New
225,14/10/2021,Mercedes,GLC,2023,Sedan,Diesel,Manual,Ibadan,2,14796488.41,29592976.82,CarPoint,Returning
226,16/09/2024,Lexus,NX,2019,SUV,Hybrid,Automatic,Kano,10,31695801.38,316958013.8,AutoNation,New
227,02/04/2021,Nissan,Pathfinder,2022,Sedan,Petrol,Automatic,Kano,18,35795164.97,644312969.5,CarPoint,New
228,26/10/2024,Hyundai,Elantra,2024,Sedan,Petrol,Automatic,Kano,9,29527813.65,265750322.9,CarPoint,New
229,08/06/2020,Lexus,RX,2023,SUV,Petrol,Manual,Ibadan,10,23781557.38,237815573.8,MegaMotors,New
230,20/12/2024,Honda,Accord,2022,Truck,Hybrid,Automatic,Kano,11,26498311.84,291481430.2,CarPoint,Returning
231,08/09/2022,Lexus,ES,2019,Sedan,Electric,Automatic,Kano,16,25893050.72,414288811.5,MegaMotors,Returning
232,01/04/2024,BMW,X5,2024,SUV,Petrol,Automatic,Abuja,2,27146667.53,54293335.06,SpeedHub,New
233,02/08/2023,Volkswagen,Atlas,2018,Sedan,Hybrid,Manual,Abuja,21,9645054.32,202546140.7,DriveX,New
234,26/11/2022,Mercedes,GLC,2019,Truck,Diesel,Automatic,Lagos,24,27020257.97,648486191.3,DriveX,Returning
235,18/04/2024,Lexus,LX,2024,Hatchback,Electric,Automatic,Kano,5,34443945.23,172219726.2,CarPoint,New
236,06/04/2024,Ford,Explorer,2018,Hatchback,Petrol,Manual,Lagos,25,8260894.96,206522374,AutoNation,Returning
237,04/10/2021,Honda,Civic,2023,SUV,Electric,Automatic,Ibadan,9,13725738.7,123531648.3,MegaMotors,New
238,21/06/2020,Lexus,ES,2023,SUV,Diesel,Manual,Port Harcourt,11,11556415.88,127120574.7,MegaMotors,New
239,11/09/2019,Toyota,Camry,2021,SUV,Petrol,Automatic,Ibadan,20,19278668.13,385573362.6,MegaMotors,Returning
240,25/04/2023,BMW,5 Series,2020,Sedan,Electric,Manual,Ibadan,4,44742521.82,178970087.3,DriveX,Returning
241,23/01/2021,Toyota,Camry,2019,Sedan,Electric,Automatic,Abuja,22,28574528.61,628639629.4,AutoNation,Returning
242,21/05/2023,Nissan,Altima,2023,SUV,Electric,Automatic,Lagos,21,8227135.38,172769843,DriveX,New
243,26/08/2019,Ford,Escape,2021,Truck,Petrol,Manual,Port Harcourt,13,15304050.97,198952662.6,MegaMotors,New
244,30/03/2024,Hyundai,Kona,2022,Truck,Electric,Manual,Port Harcourt,11,41931223.16,461243454.8,AutoNation,Returning
245,29/04/2021,Toyota,RAV4,2021,Hatchback,Petrol,Automatic,Ibadan,17,30353330.24,516006614.1,CarPoint,New
246,20/01/2024,Ford,Escape,2023,Truck,Diesel,Manual,Ibadan,1,38332937.59,38332937.59,AutoNation,Returning
247,03/11/2022,Nissan,Sentra,2021,SUV,Electric,Automatic,Port Harcourt,17,28894771.34,491211112.8,MegaMotors,New
248,10/02/2021,Nissan,Pathfinder,2022,SUV,Electric,Automatic,Port Harcourt,14,42843865.87,599814122.2,AutoNation,New
249,25/06/2024,Hyundai,Kona,2024,Hatchback,Diesel,Manual,Port Harcourt,14,32677947.06,457491258.8,CarPoint,Returning
250,13/05/2024,Lexus,RX,2021,Sedan,Hybrid,Manual,Kano,16,25745264.52,411924232.3,SpeedHub,Returning
251,29/06/2021,Kia,Sorento,2019,SUV,Diesel,Manual,Ibadan,5,15659411.87,78297059.35,AutoNation,New
252,31/03/2022,Mercedes,E-Class,2018,SUV,Petrol,Automatic,Lagos,3,10485300.29,31455900.87,CarPoint,Returning
253,14/11/2024,Lexus,ES,2021,Sedan,Diesel,Manual,Ibadan,23,35026868.33,805617971.6,DriveX,Returning
254,03/02/2020,Toyota,RAV4,2024,Hatchback,Hybrid,Manual,Ibadan,4,8527422.12,34109688.48,CarPoint,New
255,16/09/2023,Kia,Rio,2019,Truck,Hybrid,Automatic,Abuja,11,12364740.28,136012143.1,DriveX,New
256,21/10/2020,Lexus,LX,2018,Truck,Diesel,Manual,Abuja,12,10970052.02,131640624.2,AutoNation,New
257,09/03/2021,Volkswagen,Tiguan,2023,SUV,Petrol,Manual,Abuja,25,22297182.78,557429569.5,MegaMotors,Returning
258,01/07/2020,Lexus,RX,2023,SUV,Electric,Manual,Kano,11,43223713.91,475460853,AutoNation,New
259,27/02/2020,Lexus,NX,2018,Hatchback,Petrol,Automatic,Kano,16,20944328.34,335109253.4,AutoNation,Returning
260,02/03/2021,Nissan,Rogue,2024,SUV,Electric,Manual,Port Harcourt,7,31955534.59,223688742.1,AutoNation,Returning
261,22/08/2024,BMW,3 Series,2022,Hatchback,Hybrid,Manual,Port Harcourt,23,25735826.96,591924020.1,SpeedHub,Returning
262,06/08/2023,Volkswagen,Atlas,2019,Sedan,Petrol,Automatic,Port Harcourt,2,10736272.99,21472545.98,SpeedHub,New
263,11/12/2024,Hyundai,Elantra,2023,Sedan,Diesel,Manual,Port Harcourt,1,24623264.87,24623264.87,DriveX,New
264,10/04/2022,Lexus,NX,2020,Truck,Electric,Automatic,Lagos,11,33154299.43,364697293.7,SpeedHub,Returning
265,01/07/2019,Mercedes,E-Class,2024,Hatchback,Diesel,Manual,Abuja,20,28328609.64,566572192.8,MegaMotors,New
266,05/05/2020,Kia,Sorento,2022,SUV,Diesel,Manual,Lagos,14,9482416.49,132753830.9,MegaMotors,Returning
267,31/10/2019,Nissan,Sentra,2021,Hatchback,Petrol,Automatic,Port Harcourt,13,15082909.62,196077825.1,CarPoint,New
268,29/12/2020,Ford,Focus,2024,SUV,Diesel,Manual,Abuja,21,33653652.09,706726693.9,AutoNation,New
269,28/05/2019,Volkswagen,Tiguan,2021,Hatchback,Hybrid,Manual,Abuja,2,11061168.63,22122337.26,CarPoint,New
270,09/09/2024,Kia,Rio,2018,SUV,Diesel,Manual,Lagos,9,44411814.73,399706332.6,AutoNation,Returning
271,15/10/2022,BMW,X5,2022,Hatchback,Diesel,Manual,Kano,22,15194401.12,334276824.6,DriveX,New
272,08/11/2024,Volkswagen,Jetta,2018,Hatchback,Hybrid,Automatic,Lagos,9,32235675.95,290121083.6,AutoNation,New
273,10/07/2021,Toyota,RAV4,2024,Sedan,Hybrid,Manual,Kano,18,27930408.85,502747359.3,CarPoint,New
274,17/08/2021,Toyota,RAV4,2022,Truck,Electric,Automatic,Port Harcourt,20,16742674.97,334853499.4,MegaMotors,New
275,03/01/2023,Volkswagen,Jetta,2022,Hatchback,Electric,Manual,Abuja,24,18267809.96,438427439,SpeedHub,New
276,14/01/2023,BMW,5 Series,2022,SUV,Electric,Manual,Ibadan,15,10843029.75,162645446.3,AutoNation,Returning
277,12/08/2020,Toyota,Camry,2024,Hatchback,Electric,Automatic,Ibadan,20,37311360.84,746227216.8,MegaMotors,New
278,24/06/2023,Ford,Explorer,2022,Truck,Hybrid,Automatic,Abuja,22,23369065.84,514119448.5,CarPoint,Returning
279,07/12/2021,Mercedes,GLE,2018,Truck,Petrol,Automatic,Lagos,2,37240400.26,74480800.52,SpeedHub,New
280,25/05/2020,BMW,5 Series,2021,SUV,Hybrid,Automatic,Kano,6,23397979.58,140387877.5,SpeedHub,New
281,21/04/2019,Honda,Pilot,2018,Sedan,Hybrid,Manual,Kano,19,11411117.25,216811227.8,AutoNation,Returning
282,22/12/2023,Nissan,Sentra,2018,SUV,Electric,Manual,Kano,4,11259122.64,45036490.56,SpeedHub,New
283,16/07/2021,Ford,Escape,2018,Sedan,Hybrid,Automatic,Lagos,7,38457423.24,269201962.7,SpeedHub,Returning
284,25/05/2024,BMW,3 Series,2022,Sedan,Electric,Manual,Lagos,3,39693351.28,119080053.8,MegaMotors,New
285,12/03/2019,Lexus,RX,2021,Hatchback,Hybrid,Automatic,Lagos,17,35927626.23,610769645.9,CarPoint,Returning
286,06/01/2024,Ford,Explorer,2022,Hatchback,Hybrid,Manual,Abuja,6,8001815.44,48010892.64,AutoNation,Returning
287,18/08/2023,Mercedes,C-Class,2022,Sedan,Electric,Manual,Abuja,23,33465104.43,769697401.9,SpeedHub,New
288,21/12/2022,Hyundai,Santa Fe,2024,SUV,Petrol,Manual,Ibadan,5,40064560.19,200322801,CarPoint,Returning
289,22/03/2019,Hyundai,Kona,2019,SUV,Hybrid,Automatic,Abuja,8,33254013.6,266032108.8,SpeedHub,New
290,21/11/2023,Lexus,RX,2022,Sedan,Petrol,Automatic,Abuja,1,31239143.45,31239143.45,DriveX,New
291,01/06/2020,Nissan,Altima,2020,Truck,Diesel,Manual,Port Harcourt,22,40679307.39,894944762.6,MegaMotors,New
292,06/08/2019,Mercedes,C-Class,2024,SUV,Hybrid,Automatic,Kano,10,19153710.88,191537108.8,MegaMotors,Returning
293,06/08/2023,Mercedes,C-Class,2024,Hatchback,Hybrid,Automatic,Abuja,6,32234730.16,193408381,CarPoint,Returning
294,23/12/2023,Hyundai,Elantra,2024,SUV,Hybrid,Manual,Lagos,10,43146913.22,431469132.2,SpeedHub,Returning
295,28/03/2019,Volkswagen,Tiguan,2022,SUV,Electric,Manual,Abuja,19,11060445.64,210148467.2,CarPoint,New
296,15/11/2022,Honda,Pilot,2021,Truck,Hybrid,Manual,Abuja,18,35748461.72,643472311,DriveX,Returning
297,15/03/2021,Mercedes,C-Class,2019,Hatchback,Petrol,Manual,Lagos,3,12282616.35,36847849.05,SpeedHub,New
298,08/11/2024,Volkswagen,Jetta,2021,SUV,Hybrid,Automatic,Port Harcourt,19,17051932.38,323986715.2,AutoNation,Returning
299,26/08/2019,Hyundai,Elantra,2024,Hatchback,Petrol,Manual,Kano,19,13782631.42,261869997,DriveX,Returning
300,01/06/2019,Lexus,RX,2019,Hatchback,Hybrid,Automatic,Abuja,5,41233544.54,206167722.7,AutoNation,Returning
301,10/11/2020,BMW,5 Series,2021,Truck,Diesel,Automatic,Port Harcourt,5,30967594,154837970,DriveX,New
302,02/09/2019,Honda,Pilot,2021,Hatchback,Diesel,Manual,Ibadan,19,27841642.54,528991208.3,AutoNation,New
303,15/12/2022,Mercedes,C-Class,2023,Truck,Hybrid,Manual,Abuja,16,16942457.2,271079315.2,MegaMotors,Returning
304,19/10/2024,BMW,X5,2022,Truck,Hybrid,Manual,Ibadan,15,40179850.3,602697754.5,DriveX,New
305,22/09/2019,Lexus,NX,2019,Hatchback,Electric,Manual,Ibadan,1,43378750.61,43378750.61,DriveX,Returning
306,26/10/2023,Hyundai,Tucson,2020,Sedan,Hybrid,Manual,Kano,24,35727969.73,857471273.5,CarPoint,Returning
307,12/01/2021,Volkswagen,Passat,2024,Truck,Electric,Manual,Ibadan,9,13622947.34,122606526.1,DriveX,Returning
308,24/02/2024,BMW,5 Series,2018,Truck,Diesel,Automatic,Ibadan,20,8931554.2,178631084,DriveX,New
309,21/11/2023,Ford,Focus,2020,SUV,Diesel,Manual,Ibadan,7,20581400.34,144069802.4,MegaMotors,Returning
310,09/02/2019,Kia,Seltos,2024,Hatchback,Petrol,Manual,Port Harcourt,4,16105952.1,64423808.4,MegaMotors,New
311,16/01/2020,BMW,3 Series,2019,Sedan,Electric,Manual,Lagos,12,24007115.42,288085385,SpeedHub,New
312,27/12/2023,Volkswagen,Jetta,2019,Hatchback,Diesel,Automatic,Port Harcourt,13,24339159.8,316409077.4,MegaMotors,New
313,20/11/2020,BMW,5 Series,2018,Truck,Petrol,Manual,Lagos,11,11730328.07,129033608.8,AutoNation,Returning
314,13/01/2023,BMW,3 Series,2018,SUV,Hybrid,Automatic,Lagos,19,10918967.88,207460389.7,DriveX,New
315,28/06/2022,Ford,Edge,2021,Truck,Diesel,Automatic,Abuja,18,35562571.19,640126281.4,AutoNation,New
316,16/10/2019,Hyundai,Santa Fe,2021,Sedan,Electric,Manual,Ibadan,22,44623542.91,981717944,AutoNation,Returning
317,07/03/2019,Mercedes,E-Class,2019,Truck,Petrol,Automatic,Abuja,20,26370637.65,527412753,MegaMotors,Returning
318,28/10/2020,Nissan,Sentra,2022,Truck,Diesel,Automatic,Kano,15,38399032.58,575985488.7,DriveX,Returning
319,04/03/2019,Lexus,RX,2024,Hatchback,Hybrid,Manual,Port Harcourt,11,43378291.43,477161205.7,CarPoint,New
320,22/08/2023,Ford,Focus,2022,SUV,Electric,Automatic,Port Harcourt,7,44166937.17,309168560.2,SpeedHub,New
321,09/12/2024,Kia,Seltos,2018,Truck,Diesel,Automatic,Abuja,8,43477519.91,347820159.3,CarPoint,New
322,12/03/2024,BMW,X3,2021,Truck,Electric,Manual,Ibadan,25,21213016.78,530325419.5,SpeedHub,Returning
323,15/06/2021,Hyundai,Elantra,2024,Sedan,Petrol,Automatic,Port Harcourt,21,33392115.56,701234426.8,SpeedHub,New
324,24/04/2022,Nissan,Sentra,2021,Sedan,Petrol,Manual,Ibadan,23,18600553.72,427812735.6,CarPoint,Returning
325,09/09/2023,Kia,Rio,2021,Sedan,Hybrid,Automatic,Abuja,16,15200455.99,243207295.8,SpeedHub,Returning
326,20/05/2021,Toyota,Highlander,2018,SUV,Hybrid,Automatic,Port Harcourt,4,15964757.33,63859029.32,AutoNation,Returning
327,20/03/2020,Lexus,RX,2022,Truck,Diesel,Manual,Port Harcourt,13,19123581.68,248606561.8,MegaMotors,New
328,29/03/2022,Hyundai,Elantra,2024,Sedan,Diesel,Automatic,Abuja,6,29771331.39,178627988.3,AutoNation,Returning
329,15/11/2020,BMW,3 Series,2018,Truck,Petrol,Automatic,Ibadan,22,20253770.3,445582946.6,AutoNation,Returning
330,11/03/2020,Toyota,Corolla,2021,SUV,Electric,Automatic,Port Harcourt,15,10956507.22,164347608.3,MegaMotors,New
331,21/04/2024,Lexus,NX,2018,Truck,Electric,Automatic,Abuja,9,16945563.81,152510074.3,MegaMotors,New
332,07/09/2024,Ford,Escape,2024,Truck,Electric,Manual,Port Harcourt,23,17937802.75,412569463.3,CarPoint,New
333,06/10/2022,Honda,Accord,2022,Truck,Diesel,Automatic,Ibadan,24,27912302.65,669895263.6,AutoNation,Returning
334,05/11/2022,Kia,Rio,2019,Hatchback,Diesel,Automatic,Abuja,22,35707621.27,785567667.9,AutoNation,New
335,09/09/2023,Lexus,RX,2018,SUV,Hybrid,Automatic,Ibadan,11,23708958.31,260798541.4,CarPoint,New
336,02/12/2019,Nissan,Pathfinder,2018,Hatchback,Diesel,Automatic,Abuja,22,10246252.3,225417550.6,CarPoint,Returning
337,17/12/2021,Nissan,Sentra,2021,Sedan,Hybrid,Automatic,Abuja,10,11191717.88,111917178.8,CarPoint,Returning
338,04/07/2023,Honda,CR-V,2018,Truck,Electric,Automatic,Ibadan,13,25853974.25,336101665.3,AutoNation,Returning
339,13/07/2019,Volkswagen,Tiguan,2021,SUV,Petrol,Manual,Kano,24,35890512.07,861372289.7,MegaMotors,Returning
340,12/07/2021,BMW,3 Series,2020,Sedan,Electric,Manual,Lagos,6,19417361.18,116504167.1,DriveX,Returning
341,30/07/2024,Volkswagen,Tiguan,2024,Truck,Electric,Manual,Kano,22,10998200.79,241960417.4,DriveX,New
342,09/10/2019,Hyundai,Santa Fe,2018,Truck,Diesel,Manual,Abuja,19,26392405.29,501455700.5,SpeedHub,Returning
343,16/01/2022,Hyundai,Kona,2020,Hatchback,Diesel,Automatic,Port Harcourt,22,36110639.74,794434074.3,AutoNation,Returning
344,24/05/2022,Hyundai,Santa Fe,2022,SUV,Electric,Automatic,Ibadan,25,36454357.93,911358948.3,CarPoint,Returning
345,19/03/2019,Kia,Rio,2022,Sedan,Hybrid,Manual,Abuja,18,11827680.26,212898244.7,MegaMotors,New
346,23/09/2020,Nissan,Sentra,2020,Sedan,Electric,Automatic,Port Harcourt,23,31992946.85,735837777.6,DriveX,New
347,06/10/2024,Honda,CR-V,2019,Sedan,Electric,Manual,Abuja,17,13023205.7,221394496.9,CarPoint,New
348,30/05/2024,Honda,Accord,2022,Truck,Diesel,Automatic,Ibadan,14,23520765.73,329290720.2,DriveX,Returning
349,13/05/2019,Hyundai,Santa Fe,2018,Sedan,Hybrid,Automatic,Ibadan,19,37418853.9,710958224.1,SpeedHub,Returning
350,10/06/2021,Mercedes,GLC,2022,Sedan,Electric,Manual,Kano,15,30723466.47,460851997.1,SpeedHub,Returning
351,07/03/2024,Ford,Edge,2019,SUV,Petrol,Automatic,Lagos,14,9796459.23,137150429.2,CarPoint,Returning
352,31/07/2020,Nissan,Sentra,2022,SUV,Petrol,Automatic,Port Harcourt,10,39240138.07,392401380.7,SpeedHub,New
353,18/05/2020,Volkswagen,Jetta,2020,SUV,Diesel,Manual,Port Harcourt,4,32523327.98,130093311.9,AutoNation,New
354,15/03/2024,Nissan,Pathfinder,2020,SUV,Electric,Automatic,Kano,3,43326789.81,129980369.4,CarPoint,New
355,10/11/2024,Volkswagen,Jetta,2019,SUV,Electric,Manual,Ibadan,22,21656198.52,476436367.4,DriveX,New
356,28/06/2024,BMW,5 Series,2018,Hatchback,Diesel,Automatic,Ibadan,1,28727318.96,28727318.96,DriveX,New
357,16/08/2021,Volkswagen,Passat,2022,Hatchback,Electric,Automatic,Kano,4,25032319.4,100129277.6,AutoNation,New
358,11/07/2019,Ford,Explorer,2018,Hatchback,Petrol,Automatic,Lagos,16,10282188.73,164515019.7,SpeedHub,Returning
359,24/06/2021,Kia,Rio,2022,Truck,Diesel,Automatic,Kano,9,15946014.58,143514131.2,SpeedHub,Returning
360,27/10/2019,Toyota,Corolla,2021,Hatchback,Electric,Manual,Ibadan,2,43607915.45,87215830.9,AutoNation,New
361,16/02/2023,Honda,Pilot,2020,Sedan,Petrol,Manual,Kano,3,41655930.06,124967790.2,CarPoint,New
362,14/05/2024,Volkswagen,Passat,2024,Sedan,Electric,Manual,Lagos,8,13625536.42,109004291.4,DriveX,Returning
363,24/03/2020,Toyota,Camry,2022,Truck,Hybrid,Automatic,Lagos,3,8995297.45,26985892.35,MegaMotors,Returning
364,06/11/2021,BMW,3 Series,2023,Truck,Hybrid,Automatic,Ibadan,7,25288369.66,177018587.6,AutoNation,Returning
365,25/04/2023,BMW,5 Series,2020,Sedan,Hybrid,Manual,Kano,21,39140886.45,821958615.5,CarPoint,Returning
366,26/11/2022,Toyota,Camry,2019,Hatchback,Diesel,Automatic,Ibadan,14,16392241.51,229491381.1,AutoNation,Returning
367,10/02/2020,Honda,CR-V,2024,Truck,Petrol,Automatic,Kano,9,21824134.45,196417210.1,MegaMotors,Returning
368,13/10/2024,BMW,X5,2024,Sedan,Hybrid,Automatic,Lagos,1,21743940.19,21743940.19,CarPoint,Returning
369,05/02/2022,Nissan,Pathfinder,2022,Truck,Electric,Automatic,Lagos,7,23712402.1,165986814.7,CarPoint,New
370,14/12/2019,Ford,Escape,2024,SUV,Hybrid,Automatic,Port Harcourt,21,37660203.72,790864278.1,MegaMotors,New
371,20/07/2019,Nissan,Sentra,2020,Hatchback,Petrol,Manual,Kano,2,35259824.07,70519648.14,AutoNation,Returning
372,16/04/2024,Toyota,Corolla,2023,Sedan,Diesel,Automatic,Abuja,13,43016355.43,559212620.6,DriveX,Returning
373,17/09/2019,Hyundai,Elantra,2022,SUV,Petrol,Manual,Lagos,19,32673143.04,620789717.8,CarPoint,New
374,19/04/2019,Volkswagen,Tiguan,2021,Sedan,Electric,Automatic,Abuja,25,34800388.97,870009724.3,CarPoint,New
375,10/03/2022,Hyundai,Santa Fe,2024,Sedan,Electric,Manual,Port Harcourt,9,28267147.89,254404331,MegaMotors,New
376,27/05/2022,Toyota,Highlander,2023,SUV,Diesel,Manual,Port Harcourt,4,21805334.72,87221338.88,DriveX,New
377,19/01/2021,Ford,Escape,2022,SUV,Hybrid,Automatic,Ibadan,21,16501948.18,346540911.8,MegaMotors,Returning
378,09/04/2022,Nissan,Altima,2018,Sedan,Electric,Manual,Lagos,9,18953990.28,170585912.5,CarPoint,New
379,15/07/2022,Toyota,RAV4,2020,Hatchback,Hybrid,Automatic,Kano,3,44421116.15,133263348.5,SpeedHub,Returning
380,17/05/2020,Nissan,Sentra,2021,Truck,Petrol,Manual,Lagos,21,40042375.26,840889880.5,SpeedHub,New
381,18/12/2019,Nissan,Sentra,2023,Truck,Electric,Manual,Port Harcourt,16,24338279.21,389412467.4,MegaMotors,New
382,19/01/2020,Toyota,Corolla,2024,Hatchback,Hybrid,Manual,Ibadan,18,26404183.89,475275310,DriveX,New
383,09/02/2019,Kia,Rio,2024,Truck,Hybrid,Automatic,Port Harcourt,6,12442604.95,74655629.7,AutoNation,New
384,06/06/2019,Mercedes,C-Class,2023,Sedan,Hybrid,Automatic,Lagos,12,38357359.25,460288311,SpeedHub,Returning
385,22/05/2021,Honda,CR-V,2018,Truck,Hybrid,Manual,Lagos,9,29366784.64,264301061.8,MegaMotors,New
386,07/02/2020,Volkswagen,Tiguan,2019,SUV,Electric,Manual,Port Harcourt,2,27144438.14,54288876.28,CarPoint,Returning
387,19/06/2023,Toyota,Camry,2022,Hatchback,Diesel,Automatic,Abuja,21,42668789.78,896044585.4,SpeedHub,New
388,22/01/2023,Ford,Edge,2022,Sedan,Hybrid,Automatic,Abuja,10,39907917.64,399079176.4,MegaMotors,New
389,21/01/2024,Honda,Accord,2020,SUV,Electric,Manual,Kano,1,10864498.42,10864498.42,MegaMotors,New
390,21/08/2024,Mercedes,GLC,2021,Sedan,Hybrid,Automatic,Kano,18,12161753.21,218911557.8,MegaMotors,New
391,04/05/2021,Honda,CR-V,2021,SUV,Petrol,Manual,Lagos,12,39623409.11,475480909.3,AutoNation,Returning
392,04/11/2024,Hyundai,Elantra,2022,Sedan,Electric,Manual,Kano,19,29656613.96,563475665.2,SpeedHub,New
393,21/06/2019,Kia,Rio,2021,Sedan,Diesel,Manual,Abuja,3,26679579.2,80038737.6,MegaMotors,Returning
394,17/10/2022,Nissan,Pathfinder,2023,SUV,Diesel,Automatic,Lagos,5,28687447.38,143437236.9,DriveX,New
395,20/11/2022,Toyota,Corolla,2020,Sedan,Hybrid,Manual,Lagos,18,8476540.68,152577732.2,MegaMotors,New
396,13/09/2024,Kia,Seltos,2021,SUV,Hybrid,Automatic,Lagos,21,43491758.78,913326934.4,MegaMotors,Returning
397,30/09/2023,Kia,Sportage,2023,SUV,Diesel,Manual,Lagos,6,42646674.64,255880047.8,CarPoint,New
398,01/04/2023,Honda,CR-V,2020,SUV,Petrol,Automatic,Lagos,21,25771828.86,541208406.1,DriveX,Returning
399,25/01/2020,Ford,Explorer,2021,Hatchback,Hybrid,Automatic,Port Harcourt,1,11675793.8,11675793.8,MegaMotors,New
400,26/12/2019,Lexus,LX,2018,SUV,Petrol,Manual,Port Harcourt,21,44936954.32,943676040.7,SpeedHub,Returning
401,18/09/2019,Hyundai,Elantra,2018,Hatchback,Hybrid,Automatic,Lagos,18,15925438.31,286657889.6,MegaMotors,New
402,03/09/2022,Mercedes,E-Class,2021,SUV,Petrol,Manual,Kano,16,28863098.49,461809575.8,AutoNation,New
403,11/10/2023,Lexus,RX,2022,Hatchback,Electric,Manual,Lagos,20,11997799.5,239955990,MegaMotors,Returning
404,21/02/2021,Kia,Rio,2024,Hatchback,Diesel,Manual,Ibadan,16,14503411.2,232054579.2,MegaMotors,New
405,10/09/2019,Toyota,Highlander,2020,SUV,Electric,Automatic,Port Harcourt,17,42953905.11,730216386.9,DriveX,Returning
406,22/07/2021,Mercedes,GLC,2024,Sedan,Petrol,Automatic,Abuja,12,12716132.46,152593589.5,CarPoint,New
407,29/11/2021,Honda,Pilot,2020,SUV,Diesel,Manual,Lagos,11,31188744.68,343076191.5,CarPoint,New
408,10/07/2023,Ford,Edge,2023,Truck,Electric,Automatic,Abuja,4,32804467.91,131217871.6,DriveX,New
409,15/03/2021,Lexus,LX,2020,Truck,Hybrid,Automatic,Port Harcourt,14,15779444.55,220912223.7,MegaMotors,New
410,19/06/2022,BMW,X3,2018,Truck,Hybrid,Automatic,Lagos,19,41266389.51,784061400.7,SpeedHub,New
411,16/01/2023,Honda,Accord,2024,Hatchback,Diesel,Automatic,Abuja,10,8073791.33,80737913.3,CarPoint,New
412,02/06/2020,Ford,Focus,2019,Hatchback,Petrol,Automatic,Kano,10,44600710.11,446007101.1,MegaMotors,Returning
413,03/05/2023,Lexus,ES,2022,SUV,Electric,Manual,Port Harcourt,20,39764739.65,795294793,AutoNation,Returning
414,19/10/2019,Mercedes,C-Class,2021,Hatchback,Hybrid,Manual,Port Harcourt,5,28351742.03,141758710.2,SpeedHub,New
415,30/04/2023,Honda,Civic,2021,Truck,Petrol,Automatic,Kano,2,11690477.87,23380955.74,MegaMotors,Returning
416,14/09/2022,Honda,Accord,2022,SUV,Diesel,Manual,Ibadan,13,32407497.75,421297470.8,AutoNation,Returning
417,12/09/2019,Nissan,Sentra,2022,Hatchback,Electric,Manual,Ibadan,9,13656443.7,122907993.3,AutoNation,Returning
418,01/05/2020,Hyundai,Tucson,2020,SUV,Diesel,Automatic,Port Harcourt,2,16307826.26,32615652.52,MegaMotors,New
419,23/06/2021,Ford,Focus,2023,Sedan,Diesel,Manual,Port Harcourt,25,31234617.4,780865435,MegaMotors,Returning
420,30/03/2019,Toyota,Camry,2024,SUV,Diesel,Manual,Abuja,5,39947892.27,199739461.4,AutoNation,Returning
421,15/11/2021,Honda,Accord,2023,SUV,Diesel,Automatic,Port Harcourt,5,8186552.87,40932764.35,AutoNation,Returning
422,30/11/2024,Kia,Sportage,2021,Hatchback,Petrol,Automatic,Lagos,3,13602064.21,40806192.63,AutoNation,Returning
423,10/07/2020,BMW,3 Series,2023,SUV,Electric,Manual,Ibadan,12,27017477.1,324209725.2,SpeedHub,Returning
424,15/04/2019,Ford,Explorer,2018,Truck,Diesel,Automatic,Lagos,21,21614228,453898788,MegaMotors,Returning
425,06/10/2022,Nissan,Sentra,2024,SUV,Petrol,Automatic,Kano,22,38785451.22,853279926.8,CarPoint,New
426,09/03/2024,Hyundai,Kona,2019,SUV,Electric,Manual,Lagos,12,17574491.55,210893898.6,SpeedHub,Returning
427,08/02/2022,Toyota,Corolla,2024,Truck,Hybrid,Manual,Kano,3,34960877.44,104882632.3,DriveX,New
428,03/12/2023,Kia,Sportage,2021,SUV,Petrol,Automatic,Lagos,4,12031907.6,48127630.4,DriveX,Returning
429,16/12/2019,Mercedes,C-Class,2021,Truck,Electric,Manual,Port Harcourt,18,24047146.2,432848631.6,AutoNation,New
430,13/02/2021,Kia,Sorento,2019,Truck,Hybrid,Manual,Lagos,5,39148341.05,195741705.3,CarPoint,Returning
431,01/11/2023,Kia,Rio,2023,Hatchback,Hybrid,Manual,Lagos,10,16802242.03,168022420.3,MegaMotors,Returning
